Iteration,GetTicks,thread_id,#Request,Processing Time,Total #Request,Total Request Processing Time,#Update,Update Time,Total #Update,Total Update Time,Player Number,
0,3732452383,2,0,0,0,0,0,0,0,0,0,
1,3732452433,2,0,0,0,0,0,0,0,0,0,
2,3732452483,2,0,0,0,0,0,0,0,0,0,
3,3732452534,2,0,0,0,0,0,0,0,0,0,
4,3732452585,2,0,0,0,0,0,0,0,0,0,
5,3732452635,2,0,0,0,0,0,0,0,0,0,
6,3732452685,2,0,0,0,0,0,0,0,0,0,
7,3732452736,2,0,0,0,0,0,0,0,0,0,
8,3732452787,2,0,0,0,0,0,0,0,0,0,
9,3732452837,2,0,0,0,0,0,0,0,0,0,
10,3732452888,2,0,0,0,0,0,0,0,0,0,
11,3732452938,2,0,0,0,0,0,0,0,0,0,
12,3732452989,2,0,0,0,0,0,0,0,0,0,
13,3732453039,2,0,0,0,0,0,0,0,0,0,
14,3732453089,2,0,0,0,0,0,0,0,0,0,
15,3732453140,2,0,0,0,0,0,0,0,0,0,
16,3732453191,2,0,0,0,0,0,0,0,0,0,
17,3732453241,2,0,0,0,0,0,0,0,0,0,
18,3732453292,2,0,0,0,0,0,0,0,0,0,
19,3732453342,2,0,0,0,0,0,0,0,0,0,
20,3732453392,2,0,0,0,0,0,0,0,0,0,
21,3732453443,2,0,0,0,0,0,0,0,0,0,
22,3732453494,2,0,0,0,0,0,0,0,0,0,
23,3732453544,2,0,0,0,0,0,0,0,0,0,
24,3732453595,2,0,0,0,0,0,0,0,0,0,
25,3732453645,2,0,0,0,0,0,0,0,0,0,
26,3732453696,2,0,0,0,0,0,0,0,0,0,
27,3732453746,2,0,0,0,0,0,0,0,0,0,
28,3732453797,2,0,0,0,0,0,0,0,0,0,
29,3732453847,2,0,0,0,0,0,0,0,0,0,
30,3732453898,2,0,0,0,0,0,0,0,0,0,
31,3732453949,2,0,0,0,0,0,0,0,0,0,
32,3732453999,2,0,0,0,0,0,0,0,0,0,
33,3732454049,2,0,0,0,0,0,0,0,0,0,
34,3732454100,2,0,0,0,0,0,0,0,0,0,
35,3732454150,2,0,0,0,0,0,0,0,0,0,
36,3732454200,2,0,0,0,0,0,0,0,0,0,
37,3732454251,2,0,0,0,0,0,0,0,0,0,
38,3732454301,2,0,0,0,0,0,0,0,0,0,
39,3732454352,2,0,0,0,0,0,0,0,0,0,
40,3732454403,2,0,0,0,0,0,0,0,0,0,
41,3732454453,2,0,0,0,0,0,0,0,0,0,
42,3732454504,2,0,0,0,0,0,0,0,0,0,
43,3732454554,2,0,0,0,0,0,0,0,0,0,
44,3732454605,2,0,0,0,0,0,0,0,0,0,
45,3732454655,2,0,0,0,0,0,0,0,0,0,
46,3732454706,2,0,0,0,0,0,0,0,0,0,
47,3732454757,2,0,0,0,0,0,0,0,0,0,
48,3732454807,2,0,0,0,0,0,0,0,0,0,
49,3732454858,2,0,0,0,0,0,0,0,0,0,
50,3732454908,2,0,0,0,0,0,0,0,0,0,
51,3732454959,2,0,0,0,0,0,0,0,0,0,
52,3732455010,2,0,0,0,0,0,0,0,0,0,
53,3732455060,2,0,0,0,0,0,0,0,0,0,
54,3732455111,2,0,0,0,0,0,0,0,0,0,
55,3732455162,2,0,0,0,0,0,0,0,0,0,
56,3732455212,2,0,0,0,0,0,0,0,0,0,
57,3732455263,2,0,0,0,0,0,0,0,0,0,
58,3732455313,2,0,0,0,0,0,0,0,0,0,
59,3732455364,2,0,0,0,0,0,0,0,0,0,
60,3732455415,2,0,0,0,0,0,0,0,0,0,
61,3732455465,2,0,0,0,0,0,0,0,0,0,
62,3732455516,2,0,0,0,0,0,0,0,0,0,
63,3732455566,2,0,0,0,0,0,0,0,0,0,
64,3732455617,2,0,0,0,0,0,0,0,0,0,
65,3732455668,2,0,0,0,0,0,0,0,0,0,
66,3732455718,2,0,0,0,0,0,0,0,0,0,
67,3732455769,2,0,0,0,0,0,0,0,0,0,
68,3732455819,2,0,0,0,0,0,0,0,0,0,
69,3732455870,2,0,0,0,0,0,0,0,0,0,
70,3732455921,2,0,0,0,0,0,0,0,0,0,
71,3732455971,2,0,0,0,0,0,0,0,0,0,
72,3732456021,2,0,0,0,0,0,0,0,0,0,
73,3732456071,2,0,0,0,0,0,0,0,0,0,
74,3732456248,2,0,0,0,0,0,0,0,0,0,
75,3732456313,2,0,0,0,0,87,1,87,1,87,
76,3732456377,2,9,0,9,0,113,2,200,3,113,
77,3732456433,2,25,0,34,0,138,5,338,8,138,
78,3732456491,2,57,0,91,0,148,2,486,10,148,
79,3732456574,2,17,0,108,0,257,4,743,14,257,
80,3732456629,2,62,1,170,1,258,4,1001,18,258,
81,3732456688,2,56,0,226,1,258,9,1259,27,258,
82,3732456747,2,138,0,364,1,258,7,1517,34,258,
83,3732456809,2,42,0,406,1,258,11,1775,45,258,
84,3732456873,2,66,1,472,2,258,10,2033,55,258,
