Iteration,GetTicks,thread_id,#Request,Processing Time,Total #Request,Total Request Processing Time,#Update,Update Time,Total #Update,Total Update Time,Player Number,
0,3731382642,3,0,0,0,0,0,0,0,0,0,
1,3731382693,3,0,0,0,0,0,0,0,0,0,
2,3731382743,3,0,0,0,0,0,0,0,0,0,
3,3731382793,3,0,0,0,0,0,0,0,0,0,
4,3731382844,3,0,0,0,0,0,0,0,0,0,
5,3731382895,3,0,0,0,0,0,0,0,0,0,
6,3731382945,3,0,0,0,0,0,0,0,0,0,
7,3731382996,3,0,0,0,0,0,0,0,0,0,
8,3731383046,3,0,0,0,0,0,0,0,0,0,
9,3731383097,3,0,0,0,0,0,0,0,0,0,
10,3731383147,3,0,0,0,0,0,0,0,0,0,
11,3731383198,3,0,0,0,0,0,0,0,0,0,
12,3731383248,3,0,0,0,0,0,0,0,0,0,
13,3731383299,3,0,0,0,0,0,0,0,0,0,
14,3731383349,3,0,0,0,0,0,0,0,0,0,
15,3731383400,3,0,0,0,0,0,0,0,0,0,
16,3731383451,3,0,0,0,0,0,0,0,0,0,
17,3731383501,3,0,0,0,0,0,0,0,0,0,
18,3731383552,3,0,0,0,0,0,0,0,0,0,
19,3731383603,3,0,0,0,0,0,0,0,0,0,
20,3731383653,3,0,0,0,0,0,0,0,0,0,
21,3731383704,3,0,0,0,0,0,0,0,0,0,
22,3731383754,3,0,0,0,0,0,0,0,0,0,
23,3731383805,3,0,0,0,0,0,0,0,0,0,
24,3731383856,3,0,0,0,0,0,0,0,0,0,
25,3731383907,3,0,0,0,0,0,0,0,0,0,
26,3731383957,3,0,0,0,0,0,0,0,0,0,
27,3731384008,3,0,0,0,0,0,0,0,0,0,
28,3731384058,3,0,0,0,0,0,0,0,0,0,
29,3731384109,3,0,0,0,0,0,0,0,0,0,
30,3731384159,3,0,0,0,0,0,0,0,0,0,
31,3731384210,3,0,0,0,0,0,0,0,0,0,
32,3731384260,3,0,0,0,0,0,0,0,0,0,
33,3731384311,3,0,0,0,0,0,0,0,0,0,
34,3731384362,3,0,0,0,0,0,0,0,0,0,
35,3731384412,3,0,0,0,0,0,0,0,0,0,
36,3731384462,3,0,0,0,0,0,0,0,0,0,
37,3731384513,3,0,0,0,0,0,0,0,0,0,
38,3731384564,3,0,0,0,0,0,0,0,0,0,
39,3731384614,3,0,0,0,0,0,0,0,0,0,
40,3731384665,3,0,0,0,0,0,0,0,0,0,
41,3731384715,3,0,0,0,0,0,0,0,0,0,
42,3731384766,3,0,0,0,0,0,0,0,0,0,
43,3731384816,3,0,0,0,0,0,0,0,0,0,
44,3731384867,3,0,0,0,0,0,0,0,0,0,
45,3731384917,3,0,0,0,0,0,0,0,0,0,
46,3731384968,3,0,0,0,0,0,0,0,0,0,
47,3731385018,3,0,0,0,0,0,0,0,0,0,
48,3731385069,3,0,0,0,0,0,0,0,0,0,
49,3731385120,3,0,0,0,0,0,0,0,0,0,
50,3731385170,3,0,0,0,0,0,0,0,0,0,
51,3731385221,3,0,0,0,0,0,0,0,0,0,
52,3731385271,3,0,0,0,0,0,0,0,0,0,
53,3731385322,3,0,0,0,0,0,0,0,0,0,
54,3731385373,3,0,0,0,0,0,0,0,0,0,
55,3731385423,3,0,0,0,0,0,0,0,0,0,
56,3731385474,3,0,0,0,0,0,0,0,0,0,
57,3731385524,3,0,0,0,0,0,0,0,0,0,
58,3731385575,3,0,0,0,0,0,0,0,0,0,
59,3731385625,3,0,0,0,0,0,0,0,0,0,
60,3731385676,3,0,0,0,0,0,0,0,0,0,
61,3731385727,3,0,0,0,0,0,0,0,0,0,
62,3731385777,3,0,0,0,0,0,0,0,0,0,
63,3731385827,3,0,0,0,0,0,0,0,0,0,
64,3731385878,3,0,0,0,0,0,0,0,0,0,
65,3731385929,3,0,0,0,0,0,0,0,0,0,
