Iteration,GetTicks,thread_id,#Request,Processing Time,Total #Request,Total Request Processing Time,#Update,Update Time,Total #Update,Total Update Time,
0,3187400202,0,0,0,0,0,0,0,0,0
1,3187400253,0,0,0,0,0,0,0,0,0
2,3187400304,0,0,0,0,0,0,0,0,0
3,3187400354,0,0,0,0,0,0,0,0,0
4,3187400405,0,0,0,0,0,0,0,0,0
5,3187400456,0,0,0,0,0,0,0,0,0
6,3187400506,0,0,0,0,0,0,0,0,0
7,3187400557,0,0,0,0,0,0,0,0,0
8,3187400607,0,0,0,0,0,0,0,0,0
9,3187400658,0,0,0,0,0,0,0,0,0
10,3187400709,0,0,0,0,0,0,0,0,0
11,3187400759,0,0,0,0,0,0,0,0,0
12,3187400810,0,0,0,0,0,0,0,0,0
13,3187400861,0,0,0,0,0,0,0,0,0
14,3187400911,0,0,0,0,0,0,0,0,0
15,3187400962,0,0,0,0,0,0,0,0,0
16,3187401012,0,0,0,0,0,0,0,0,0
17,3187401063,0,0,0,0,0,0,0,0,0
18,3187401113,0,0,0,0,0,0,0,0,0
19,3187401164,0,0,0,0,0,0,0,0,0
20,3187401214,0,0,0,0,0,0,0,0,0
21,3187401264,0,0,0,0,0,0,0,0,0
22,3187401315,0,0,0,0,0,0,0,0,0
23,3187401366,0,0,0,0,0,0,0,0,0
24,3187401416,0,0,0,0,0,0,0,0,0
25,3187401467,0,0,0,0,0,0,0,0,0
26,3187401517,0,0,0,0,0,0,0,0,0
27,3187401568,0,0,0,0,0,0,0,0,0
28,3187401619,0,0,0,0,0,0,0,0,0
29,3187401669,0,0,0,0,0,0,0,0,0
30,3187401719,0,0,0,0,0,0,0,0,0
31,3187401770,0,0,0,0,0,0,0,0,0
32,3187401820,0,0,0,0,0,0,0,0,0
33,3187401871,0,0,0,0,0,0,0,0,0
34,3187401921,0,0,0,0,0,0,0,0,0
35,3187401972,0,0,0,0,0,0,0,0,0
36,3187402022,0,0,0,0,0,0,0,0,0
37,3187402072,0,0,0,0,0,0,0,0,0
38,3187402123,0,0,0,0,0,0,0,0,0
39,3187402173,0,0,0,0,0,0,0,0,0
40,3187402224,0,0,0,0,0,0,0,0,0
41,3187402274,0,0,0,0,0,0,0,0,0
42,3187402325,0,0,0,0,0,0,0,0,0
43,3187402375,0,0,0,0,0,0,0,0,0
44,3187402426,0,0,0,0,0,0,0,0,0
45,3187402477,0,0,0,0,0,0,0,0,0
46,3187402527,0,0,0,0,0,0,0,0,0
47,3187402578,0,0,0,0,0,0,0,0,0
48,3187402629,0,0,0,0,0,0,0,0,0
49,3187402679,0,0,0,0,0,0,0,0,0
50,3187402729,0,0,0,0,0,0,0,0,0
51,3187402780,0,0,0,0,0,0,0,0,0
52,3187402830,0,0,0,0,0,0,0,0,0
53,3187402881,0,0,0,0,0,0,0,0,0
54,3187402931,0,0,0,0,0,0,0,0,0
55,3187402982,0,0,0,0,0,0,0,0,0
56,3187403032,0,0,0,0,0,0,0,0,0
57,3187403082,0,0,0,0,0,0,0,0,0
58,3187403133,0,0,0,0,0,0,0,0,0
59,3187403183,0,0,0,0,0,0,0,0,0
60,3187403234,0,0,0,0,0,0,0,0,0
61,3187403284,0,0,0,0,0,0,0,0,0
62,3187403334,0,0,0,0,0,0,0,0,0
63,3187403385,0,0,0,0,0,0,0,0,0
64,3187403435,0,0,0,0,0,0,0,0,0
