Iteration,GetTicks,thread_id,#Request,Processing Time,Total #Request,Total Request Processing Time,#Update,Update Time,Total #Update,Total Update Time,
0,3187400203,3,0,0,0,0,0,0,0,0
1,3187400253,3,0,0,0,0,0,0,0,0
2,3187400304,3,0,0,0,0,0,0,0,0
3,3187400354,3,0,0,0,0,0,0,0,0
4,3187400405,3,0,0,0,0,0,0,0,0
5,3187400456,3,0,0,0,0,0,0,0,0
6,3187400506,3,0,0,0,0,0,0,0,0
7,3187400557,3,0,0,0,0,0,0,0,0
8,3187400607,3,0,0,0,0,0,0,0,0
9,3187400658,3,0,0,0,0,0,0,0,0
10,3187400709,3,0,0,0,0,0,0,0,0
11,3187400759,3,0,0,0,0,0,0,0,0
12,3187400810,3,0,0,0,0,0,0,0,0
13,3187400861,3,0,0,0,0,0,0,0,0
14,3187400911,3,0,0,0,0,0,0,0,0
15,3187400962,3,0,0,0,0,0,0,0,0
16,3187401012,3,0,0,0,0,0,0,0,0
17,3187401063,3,0,0,0,0,0,0,0,0
18,3187401113,3,0,0,0,0,0,0,0,0
19,3187401164,3,0,0,0,0,0,0,0,0
20,3187401214,3,0,0,0,0,0,0,0,0
21,3187401264,3,0,0,0,0,0,0,0,0
22,3187401315,3,0,0,0,0,0,0,0,0
23,3187401366,3,0,0,0,0,0,0,0,0
24,3187401416,3,0,0,0,0,0,0,0,0
25,3187401467,3,0,0,0,0,0,0,0,0
26,3187401517,3,0,0,0,0,0,0,0,0
27,3187401568,3,0,0,0,0,0,0,0,0
28,3187401619,3,0,0,0,0,0,0,0,0
29,3187401669,3,0,0,0,0,0,0,0,0
30,3187401719,3,0,0,0,0,0,0,0,0
31,3187401770,3,0,0,0,0,0,0,0,0
32,3187401820,3,0,0,0,0,0,0,0,0
33,3187401871,3,0,0,0,0,0,0,0,0
34,3187401921,3,0,0,0,0,0,0,0,0
35,3187401972,3,0,0,0,0,0,0,0,0
36,3187402022,3,0,0,0,0,0,0,0,0
37,3187402072,3,0,0,0,0,0,0,0,0
38,3187402123,3,0,0,0,0,0,0,0,0
39,3187402173,3,0,0,0,0,0,0,0,0
40,3187402224,3,0,0,0,0,0,0,0,0
41,3187402274,3,0,0,0,0,0,0,0,0
42,3187402325,3,0,0,0,0,0,0,0,0
43,3187402375,3,0,0,0,0,0,0,0,0
44,3187402426,3,0,0,0,0,0,0,0,0
45,3187402477,3,0,0,0,0,0,0,0,0
46,3187402527,3,0,0,0,0,0,0,0,0
47,3187402578,3,0,0,0,0,0,0,0,0
